day,meal_type,name,serving_size,calories,total_fat
Saturday,Lunch,Peanut Butter & Strawberry Uncrustable,2.6z,290, 15
Saturday,Lunch,Plant Based Nut Free Queso Style Dip,1.75z,null,null
Saturday,Lunch,Popcorn Micro Butter-Flavor,3.3z,380, 17
Saturday,Lunch,Powerade Fruit Punch,20z Bottle,null,null
Saturday,Lunch,Powerade Mountain Berry Blast,20z Bottle,170,null
Saturday,Lunch,Powerade Orange,20z Bottle,null,null
Saturday,Lunch,Powerade Zero Grape,20z Bottle,null,null
Saturday,Lunch,Powerade Zero Mixed Berry,20z,null,null
Saturday,Lunch,Pringles Original Potato Chip,1.3z Pkg,200, 12
Saturday,Lunch,Pringles Sour Cream & Onion Chip,1.41z,210, 14
Saturday,Lunch,Raisin Bran,Cup,240, 1.5
Saturday,Lunch,Regular Lays Chips,1z Bag,160, 10
Saturday,Lunch,Regular Ruffles Chips,1z bag,160, 10
Saturday,Lunch,Shrimp Cup of Noodles,2.25z,null,null
Saturday,Lunch,Sliced Apple Pc,2.4z,35, 0
Saturday,Lunch,Smoothie Bolthouse Farm Berry Boost,Bottle,null,null
Saturday,Lunch,Smoothie Bolthouse Farm C-Boost,Bottle,null,null
Saturday,Lunch,Smoothie Bolthouse Farm Green Goodness,Bottle,null,null
Saturday,Lunch,Smoothie Bolthouse Farm Strb Banana,Bottle,null,null
Saturday,Lunch,S'more Frosted Pop Tart,6ct,1110, 27
Saturday,Lunch,Special K Chocolate PB Protein Bar,1.59z bar,90, 4
Saturday,Lunch,Sugar Pearl Belgian Waffle,1ct,290, 14
Saturday,Lunch,Sunflower Seed Snack,5.25z,null,null
Saturday,Lunch,Triple Zero Vanilla Yogurt,5.3z Container,150, 0
Saturday,Lunch,Tuna Kit Lunch 4.1z Starkist,4.1z,null,null
Saturday,Lunch,Turkey Sausage Patty,1.5z,90, 7
Saturday,Lunch,Vanilla Snack Pudding,3.5z Cup,110, 2.5
Saturday,Lunch,2% Chocolate Milk BIB,1 Cup,170, 5
Saturday,Lunch,2% Milk BIB,8 flz,120, 5
Saturday,Lunch,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0
Saturday,Lunch,Cherry Coke,1 dining hall glass,null,null
Saturday,Lunch,Coke Classic,1 dining hall glass,null,null
Saturday,Lunch,Coke Zero,8flz,null,null
Saturday,Lunch,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0
Saturday,Lunch,Diet Coke,1 dining hall glass,null,null
Saturday,Lunch,Diet Sprite,Fluid Oz,0, 0
Saturday,Lunch,Milk Soy Vanilla Aseptic Silk,8z,null,null
Saturday,Lunch,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0
Saturday,Lunch,Original Style Lemonade,1 dining hall glass,null,null
Saturday,Lunch,Original Unsweetened Almond Milk,6z Portion,60, 2
Saturday,Lunch,Pibb Xtra,1 dining hall glass,null,null
Saturday,Lunch,Powerade Mountain Blast,1 dining hall glass,null,null
Saturday,Lunch,Root Beer,1 dining hall glass,null,null
Saturday,Lunch,Skim Milk BIB,8 flz,80, 0
Saturday,Lunch,Sprite,1 dining hall glass,null,null
Saturday,Lunch,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5
Saturday,Lunch,Brewed coffee,6z Portion,0,null
Saturday,Lunch,Coffeemate Original,Fluid Oz,30, 3
Saturday,Lunch,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5
Saturday,Lunch,ecoStick Organic White Sugar Stick,"Stick
Stick",10, 0
Saturday,Lunch,ecoStick Sugar Substitute Blue Pc,Stick,0, 0
Saturday,Lunch,ecoStick Sugar Substitute Pink Pc,Stick,0, 0
Saturday,Lunch,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0
Saturday,Lunch,Extra Lite Amber Honey,Ounce,80, 0
Saturday,Lunch,Green Tea Bag,Tea Bag,0, 0
Saturday,Lunch,Hazelnut Coffee Creamer,Fluid Oz,10, 0
Saturday,Lunch,Lipton Black Tea Bag,Tea Bag,0, 0
Saturday,Lunch,Lipton Tea Decaf,Tea Bag,null,null
Saturday,Lunch,Bacon,2 Slices,80, 6
Saturday,Lunch,Bacon Quesadilla,Quesadilla,400, 22
Saturday,Lunch,Chocolate Chip Pancakes,Pancake,210, 6
Saturday,Lunch,Company Potatoes,4z Portion,380, 10
Saturday,Lunch,Hard Boiled Eggs,1 Egg,90, 7
Saturday,Lunch,Oatmeal Station with Nuts,Nutrition Varies,100, 5
Saturday,Lunch,Omelet Ham Rolled HCH,5.08z Portion,240, 16
Saturday,Lunch,Scrambled Eggs,4z Portion,180, 13
Saturday,Lunch,Spicy Sausage Patty,2z Patty,210, 20
Saturday,Lunch,Captain Crunch Wildberries,Cup,180, 2.5
Saturday,Lunch,Cheerios,Cup,110, 2
Saturday,Lunch,Cinnamon Toast Crunch,Cup,210, 5
Saturday,Lunch,Frosted Flakes,Cup,320, 0
Saturday,Lunch,Rice Chex Cereal,Cup,180, 1
Saturday,Lunch,Special K with Red Berries,Cup,360, 1
Saturday,Lunch,Apple Gala,Apples,90, 0
Saturday,Lunch,Bananas,Banana,190, 0
Saturday,Lunch,Fresh Kiwi,Kiwi,60, 0
Saturday,Lunch,Oranges,Orange,100, 0
Saturday,Lunch,Pears,Each,null,null
Saturday,Lunch,American,Slice,70, 6
Saturday,Lunch,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Saturday,Lunch,Heavy Duty Mayonnaise,Tablespoon,100, 11
Saturday,Lunch,Natural Low Sodium Ketchup,Ounce,5, 0
Saturday,Lunch,Sliced Red Onion,Ounce,10, 0
Saturday,Lunch,Spicy Brown Mustard,Ounce,30, 0
Saturday,Lunch,Tomatoes,Ounce,5, 0
Saturday,Lunch,Yellow Mustard,1 tsp,0, 0
Saturday,Lunch,"10"" Flour Tortilla",Tortilla,170, 4.5
Saturday,Lunch,Egg White Liquid,Ounce,15, 0
Saturday,Lunch,Large Fresh Eggs,Eggs,100, 7
Saturday,Lunch,Zero Egg Plant Based Egg Liquid,Ounce,25, 1.5
Saturday,Lunch,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Saturday,Lunch,Shredded Mild Cheddar Cheese,Ounce,110, 9
Saturday,Lunch,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6
Saturday,Lunch,Cooked Sausage Crumble,1z Portion,120, 12
Saturday,Lunch,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Saturday,Lunch,Diced Green Peppers,Ounce,5, 0
Saturday,Lunch,Diced Onions,Ounce,10, 0
Saturday,Lunch,Diced Tomatoes,Ounce,0, 0
Saturday,Lunch,Plant Based Chorizo Sausage Crumble,2z Portion,140, 5
Saturday,Lunch,Sliced Mushrooms,Tablespoon,0, 0
Saturday,Lunch,Spinach,Ounce,5, 0
Saturday,Lunch,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5
Saturday,Lunch,"100% Whole Wheat Bread 1/2"" Slice",Slice,70, 0.5
Saturday,Lunch,Avocado Pulp Fresh,Ounce,70, 6
Saturday,Lunch,Cream Cheese,Ounce,90, 9
Saturday,Lunch,Everything Bagel,"Bagel
Bagel",340, 4.5
Saturday,Lunch,Jif Peanut Butter PC,0.75z,120, 10
Saturday,Lunch,Nutella Chocolate Hazelnut Spread,Ounce,150, 9
Saturday,Lunch,Plain Bagel,Bagel,320, 1
Saturday,Lunch,Sliced Tomatoes,Ounce,0, 0
Saturday,Lunch,Unsalted European-Style Butter Prints,Ounce,220, 24
Saturday,Lunch,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Saturday,Lunch,Whole Wheat Bagel,Bagel,320, 1.5
Saturday,Lunch,Blueberry Yogurt,Ounce,20, 0
Saturday,Lunch,Nature Valley Toasted Granola Oat,Ounce,130, 4.5
Saturday,Lunch,Plain Greek Yogurt,Ounce,15, 0
Saturday,Lunch,Small Curd Cottage Cheese,1/2 Cup,100, 5
Saturday,Lunch,Strawberry Yogurt,Ounce,20, 0
Saturday,Lunch,Vanilla Yogurt,Ounce,20, 0
Saturday,Dinner,2% Chocolate Milk BIB,1 Cup,170, 5
Saturday,Dinner,2% Milk BIB,8 flz,120, 5
Saturday,Dinner,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0
Saturday,Dinner,Cherry Coke,1 dining hall glass,null,null
Saturday,Dinner,Coke Classic,1 dining hall glass,null,null
Saturday,Dinner,Coke Zero,8flz,null,null
Saturday,Dinner,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0
Saturday,Dinner,Diet Coke,1 dining hall glass,null,null
Saturday,Dinner,Diet Sprite,Fluid Oz,0, 0
Saturday,Dinner,Milk Soy Vanilla Aseptic Silk,8z,null,null
Saturday,Dinner,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0
Saturday,Dinner,Original Style Lemonade,1 dining hall glass,null,null
Saturday,Dinner,Original Unsweetened Almond Milk,6z Portion,60, 2
Saturday,Dinner,Pibb Xtra,1 dining hall glass,null,null
Saturday,Dinner,Powerade Mountain Blast,1 dining hall glass,null,null
Saturday,Dinner,Root Beer,1 dining hall glass,null,null
Saturday,Dinner,Skim Milk BIB,8 flz,80, 0
Saturday,Dinner,Sprite,1 dining hall glass,null,null
Saturday,Dinner,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5
Saturday,Dinner,Brewed coffee,6z Portion,0,null
Saturday,Dinner,Coffeemate Original,Fluid Oz,30, 3
Saturday,Dinner,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5
Saturday,Dinner,ecoStick Organic White Sugar Stick,"Stick
Stick",10, 0
Saturday,Dinner,ecoStick Sugar Substitute Blue Pc,Stick,0, 0
Saturday,Dinner,ecoStick Sugar Substitute Pink Pc,Stick,0, 0
Saturday,Dinner,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0
Saturday,Dinner,Extra Lite Amber Honey,Ounce,80, 0
Saturday,Dinner,Green Tea Bag,Tea Bag,0, 0
Saturday,Dinner,Hazelnut Coffee Creamer,Fluid Oz,10, 0
Saturday,Dinner,Lipton Black Tea Bag,Tea Bag,0, 0
Saturday,Dinner,Lipton Tea Decaf,Tea Bag,null,null
Saturday,Dinner,Captain Crunch Wildberries,Cup,180, 2.5
Saturday,Dinner,Cheerios,Cup,110, 2
Saturday,Dinner,Cinnamon Toast Crunch,Cup,210, 5
Saturday,Dinner,Frosted Flakes,Cup,320, 0
Saturday,Dinner,Rice Chex Cereal,Cup,180, 1
Saturday,Dinner,Special K with Red Berries,Cup,360, 1
Saturday,Dinner,French Rolls,"6"" Portion",null,null
Saturday,Dinner,"Honey Wheat Tortilla 12""",Tortilla,300, 8
Saturday,Dinner,Kettle Chips,Ounce,160, 9
Saturday,Dinner,"Multigrain Bread 5/8"" Slice",Slice,null,null
Saturday,Dinner,Sourdough Bread Slice,Slices,100, 1
Saturday,Dinner,"Spinach Tortilla 12""",Tortilla,300, 8
Saturday,Dinner,"Sundried Tomato Basil Tortilla 12""",Tortillas,310, 8
Saturday,Dinner,Telera Roll,3.5z,300, 4
Saturday,Dinner,Caramel Topping,Ounce,80, 0
Saturday,Dinner,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12
Saturday,Dinner,Cone Cake Jacketed,Cone,null,null
Saturday,Dinner,Dole Whip Pineapple,1 Serving,110, 0.5
Saturday,Dinner,Dole Whip Strawberry,1 Serving,110, 0
Saturday,Dinner,Dutch Chocolate Syrup,Ounce,70, 0
Saturday,Dinner,Mini Semi-Sweet Choc Chips,Ounce,130, 8
Saturday,Dinner,Oreo Cookie Topping,Ounce,140, 5
Saturday,Dinner,Rainbow Sprinkles,Ounce,140, 7
Saturday,Dinner,Vanilla Soft Serve Ice Cream Mix,Cup,360, 13
Saturday,Dinner,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Saturday,Dinner,Provolone Cheese Slice,Slice,70, 6
Saturday,Dinner,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Saturday,Dinner,Cooked & Crumbled Bacon,Ounce,160, 13
Saturday,Dinner,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Saturday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Saturday,Dinner,Low Sodium Smoked Ham Slices,Ounce,30, 1
Saturday,Dinner,Oven Roasted Sliced Chicken,Ounce,null,null
Saturday,Dinner,Smoked Sliced Genoa Salami,Ounce,110, 9
Saturday,Dinner,Smoked Tempeh,Ounce,null,null
Saturday,Dinner,Tuna Salad,1z Portion,80, 7
Saturday,Dinner,Chicago-Style Hot Giardiniera,Fluid Oz,120, 12
Saturday,Dinner,Cucumber Slices,.25 cup,0, 0
Saturday,Dinner,Flat Leaf Spinach,Ounce,5, 0
Saturday,Dinner,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Saturday,Dinner,Mild Banana Pepper Ring,Ounce,5, 0
Saturday,Dinner,Shredded Iceberg Lettuce,Ounce,0, 0
Saturday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0
Saturday,Dinner,Sliced Red Onion,Ounce,10, 0
Saturday,Dinner,Tomatoes Sliced 1/4-inch,Pound,80, 1
Saturday,Dinner,Aged Balsamic Vinegar,Fluid Oz,40, 0
Saturday,Dinner,Black Pepper Grinder,Teaspoon,5, 0
Saturday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14
Saturday,Dinner,Chipotle Ranch Dressing,Fluid Oz,150, 16
Saturday,Dinner,Garlic Mayonnaise,1/2 oz,100, 10
Saturday,Dinner,Grinder Sea Salt,Gram,0, 0
Saturday,Dinner,Heavy Duty Mayonnaise,Tablespoon,100, 11
Saturday,Dinner,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Saturday,Dinner,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20
Saturday,Dinner,RedHot Buffalo Wing Sauce,Fluid Oz,0, 0
Saturday,Dinner,Vegan Mayonnaise,1 tbs,60, 7
Saturday,Dinner,Vinegar Red Wine,Fluid Oz,0, 0
Saturday,Dinner,Yellow Mustard,1 tsp,0, 0
Saturday,Dinner,Apple Gala,Apples,90, 0
Saturday,Dinner,Bananas,Banana,190, 0
Saturday,Dinner,Fresh Kiwi,Kiwi,60, 0
Saturday,Dinner,Oranges,Orange,100, 0
Saturday,Dinner,Pears,Each,null,null
Saturday,Dinner,American,Slice,70, 6
Saturday,Dinner,Angus Beef Frank,Frank,170, 16
Saturday,Dinner,Black Bean Burger,Patty,170, 5
Saturday,Dinner,Breaded Onion Tangler,3z portion,270, 17
Saturday,Dinner,Buns Hot Dog Bulk,Each,120, 1.5
Saturday,Dinner,Fried Eggs,Eggs,90, 7
Saturday,Dinner,Hamburger Bun,Buns,null,null
Saturday,Dinner,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Saturday,Dinner,Heavy Duty Mayonnaise,Tablespoon,100, 11
Saturday,Dinner,Homestyle Breaded Chicken Breast Fritter,Patty,230, 14
Saturday,Dinner,Natural Low Sodium Ketchup,Ounce,5, 0
Saturday,Dinner,Regular Cut Potato Fries,3z,110, 3.5
Saturday,Dinner,Sliced Red Onion,Ounce,10, 0
Saturday,Dinner,Smash Burger,Burgers,290, 23
Saturday,Dinner,Spicy Brown Mustard,Ounce,30, 0
Saturday,Dinner,Tomatoes,Ounce,5, 0
Saturday,Dinner,Yellow Mustard,1 tsp,0, 0
Saturday,Dinner,American Cheese Slice,Slice,50, 4.5
Saturday,Dinner,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Saturday,Dinner,"Multigrain Bread 5/8"" Slice",Slice,null,null
Saturday,Dinner,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Saturday,Dinner,Sourdough Bread Slice,Slices,100, 1
Saturday,Dinner,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Saturday,Dinner,Cucumber & Cream Salad,4z Portion,50, 2.5
Saturday,Dinner,Hot Ham & Swiss on Hoagie,Hoagie,2340,null
Saturday,Dinner,Pepperoni Roll,4 Cut Piece,340, 6
Saturday,Dinner,Potato Cheese Pierogi,2 Pierogi,180, 9
Saturday,Dinner,Potato Fries Stealth DH,4z Portion,330, 25
Saturday,Dinner,Squash Butternut Roasted,4 oz portion,120, 8
Saturday,Dinner,Alfredo Sauce,Ounce,70, 6
Saturday,Dinner,Basil Pesto without Nuts,1 Flz Portion,140, 15
Saturday,Dinner,Cavatappi Pasta,1/2 Cup,220, 5
Saturday,Dinner,Garlic Bread Stick,Breadstick,150, 6
Saturday,Dinner,Italian Beef & Pork Cheese Meatball,Meatball,40, 3
Saturday,Dinner,Marinara Sauce,Ounce,15, 0.5
Saturday,Dinner,Plant based Sliced Italian Sausage,3 oz portion,170, 9
Saturday,Dinner,Rigate Penne Pasta,4z Portion,170, 1.5
Saturday,Dinner,Chicken Alfredo Pizza,1/12,240, 11
Saturday,Dinner,Four Cheese Pizza,5.5z Portion,350, 14
Saturday,Dinner,Sausage Pizza,1/8,360, 17
Saturday,Dinner,Baked Sweet Potato,Potatoes,120, 1.5
Saturday,Dinner,Classic Vegan Kimchi,Ounce,10, 0
Saturday,Dinner,Firm Tofu,1/4 cup,60, 3
Saturday,Dinner,Flax Seed,Ounce,150, 12
Saturday,Dinner,High Protein Grain BleND,3z portion,190,null
Saturday,Dinner,Marinated Quarter Artichoke Heart,Ounce,15, 1
Saturday,Dinner,Marinated Tofu,4z Portion,110, 5
Saturday,Dinner,Nutritional Yeast,Gram,null,null
Saturday,Dinner,Organic Black Chia Seed,Ounce,140, 9
Saturday,Dinner,Roasted & Salted Sunflower Seeds,1 Tablespoon,90, 7
Saturday,Dinner,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0
Saturday,Dinner,Shredded Kale,Ounce,15, 0
Saturday,Dinner,Sliced Almonds,Tablespoon,90, 8
Saturday,Dinner,Walnuts Halves & Pieces,Tablespoon,50, 5
Saturday,Dinner,Black Beans,Ounce,25, 0
Saturday,Dinner,Carrots,Tablespoon,0, 0
Saturday,Dinner,Chopped Eggs,.5z Portion,25, 1.5
Saturday,Dinner,Classic Edamame,Tablespoon,15, 0.5
Saturday,Dinner,Crispy Fried French Onion,Ounce,160, 12
Saturday,Dinner,Cucumber Slices,Slices,0, 0
Saturday,Dinner,Diced Tomatoes,Ounce,0, 0
Saturday,Dinner,Feta Cheese Crumbles,Ounce,5, 0.5
Saturday,Dinner,Iceberg Salad Mix,1 cup portion,5, 0
Saturday,Dinner,Large Seasoned Crouton,Ounce,120, 4
Saturday,Dinner,Locally Grown Salad Greens,Ounce,0, 0
Saturday,Dinner,Low Sodium Garbanzo Beans,Ounce,30, 0
Saturday,Dinner,Mini Marshmallows,Ounce,90, 0
Saturday,Dinner,Shredded Mild Cheddar Cheese,Ounce,110, 9
Saturday,Dinner,Sliced Mushrooms,Tablespoon,0, 0
Saturday,Dinner,Sliced Red Onion,Ounce,10, 0
Saturday,Dinner,Spiced Pumpkin Seeds,Tablespoon,45, 3
Saturday,Dinner,Spinach,Ounce,5, 0
Saturday,Dinner,Tri Color Peppers,Portion,25, 1.5
Saturday,Dinner,Tuna,1/4 Cup,35, 0
Saturday,Dinner,Balsamic Vinaigrette Dressing in Bottle,Ounce,60, 4.5
Saturday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14
Saturday,Dinner,Country French Dressing,Ounce,120, 11
Saturday,Dinner,Creamy Caesar Dressing,Fluid Oz,140, 15
Saturday,Dinner,Fat Free Raspberry Vinaigrette Dressing,Fluid Oz,35, 0
Saturday,Dinner,Lite Ranch Dressing,Ounce,70, 7
Saturday,Dinner,Plant Based Ranch Dressing,2z Portion,210, 22
Saturday,Dinner,Creamy Tomato Soup,6 Flz,90, 1.5
Saturday,Dinner,Baby Carrots,3 Carrots,10, 0
Saturday,Dinner,Baked Sweet Potato,Potatoes,120, 1.5
Saturday,Dinner,Celery Sticks,Ounce,0, 0
Saturday,Dinner,Classic Quinoa & Lentil Salad,3z Portion,200, 9
Saturday,Dinner,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Saturday,Dinner,Fresh Avocado,Ounce,45, 4.5
Saturday,Dinner,General Tso's Tofu,4z Portion,210, 5
Saturday,Dinner,High Protein Grain BleND,3z portion,190,null
Saturday,Dinner,Hummus with Tahini,1z Portion,70, 5
Saturday,Dinner,Kalamata Olive Hummus,1z Portion,70, 6
Saturday,Dinner,Raw Mediterranean Pita Chips,1 oz portion,70, 0.5
Saturday,Dinner,Roasted Garlic Hummus,1z Portion,70, 5
Saturday,Dinner,Roasted Red Pepper Hummus,1z Portion,60, 4
Saturday,Dinner,Thai Spring Roll,1z Spring Roll,35, 0
Saturday,Dinner,Broccoli Florets,4z Portion,35, 0
Saturday,Dinner,Blueberry Yogurt,Ounce,20, 0
Saturday,Dinner,Nature Valley Toasted Granola Oat,Ounce,130, 4.5
Saturday,Dinner,Plain Greek Yogurt,Ounce,15, 0
Saturday,Dinner,Small Curd Cottage Cheese,1/2 Cup,100, 5
Saturday,Dinner,Strawberry Yogurt,Ounce,20, 0
Saturday,Dinner,Vanilla Yogurt,Ounce,20, 0
Sunday,Dinner,Garden Herb Chicken Breast,3.25z Tender,80, 0
Sunday,Dinner,2% Chocolate Milk BIB,1 Cup,170, 5
Sunday,Dinner,2% Milk BIB,8 flz,120, 5
Sunday,Dinner,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0
Sunday,Dinner,Cherry Coke,1 dining hall glass,null,null
Sunday,Dinner,Coke Classic,1 dining hall glass,null,null
Sunday,Dinner,Coke Zero,8flz,null,null
Sunday,Dinner,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0
Sunday,Dinner,Diet Coke,1 dining hall glass,null,null
Sunday,Dinner,Diet Sprite,Fluid Oz,0, 0
Sunday,Dinner,Milk Soy Vanilla Aseptic Silk,8z,null,null
Sunday,Dinner,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0
Sunday,Dinner,Original Style Lemonade,1 dining hall glass,null,null
Sunday,Dinner,Original Unsweetened Almond Milk,6z Portion,60, 2
Sunday,Dinner,Pibb Xtra,1 dining hall glass,null,null
Sunday,Dinner,Powerade Mountain Blast,1 dining hall glass,null,null
Sunday,Dinner,Root Beer,1 dining hall glass,null,null
Sunday,Dinner,Skim Milk BIB,8 flz,80, 0
Sunday,Dinner,Sprite,1 dining hall glass,null,null
Sunday,Dinner,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5
Sunday,Dinner,Brewed coffee,6z Portion,0,null
Sunday,Dinner,Coffeemate Original,Fluid Oz,30, 3
Sunday,Dinner,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5
Sunday,Dinner,ecoStick Organic White Sugar Stick,"Stick
Stick",10, 0
Sunday,Dinner,ecoStick Sugar Substitute Blue Pc,Stick,0, 0
Sunday,Dinner,ecoStick Sugar Substitute Pink Pc,Stick,0, 0
Sunday,Dinner,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0
Sunday,Dinner,Extra Lite Amber Honey,Ounce,80, 0
Sunday,Dinner,Green Tea Bag,Tea Bag,0, 0
Sunday,Dinner,Hazelnut Coffee Creamer,Fluid Oz,10, 0
Sunday,Dinner,Lipton Black Tea Bag,Tea Bag,0, 0
Sunday,Dinner,Lipton Tea Decaf,Tea Bag,null,null
Sunday,Dinner,Captain Crunch Wildberries,Cup,180, 2.5
Sunday,Dinner,Cheerios,Cup,110, 2
Sunday,Dinner,Cinnamon Toast Crunch,Cup,210, 5
Sunday,Dinner,Frosted Flakes,Cup,320, 0
Sunday,Dinner,Rice Chex Cereal,Cup,180, 1
Sunday,Dinner,Special K with Red Berries,Cup,360, 1
Sunday,Dinner,French Rolls,"6"" Portion",null,null
Sunday,Dinner,"Honey Wheat Tortilla 12""",Tortilla,300, 8
Sunday,Dinner,Kettle Chips,Ounce,160, 9
Sunday,Dinner,"Multigrain Bread 5/8"" Slice",Slice,null,null
Sunday,Dinner,Sourdough Bread Slice,Slices,100, 1
Sunday,Dinner,"Spinach Tortilla 12""",Tortilla,300, 8
Sunday,Dinner,"Sundried Tomato Basil Tortilla 12""",Tortillas,310, 8
Sunday,Dinner,Telera Roll,3.5z,300, 4
Sunday,Dinner,Caramel Topping,Ounce,80, 0
Sunday,Dinner,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12
Sunday,Dinner,Cone Cake Jacketed,Cone,null,null
Sunday,Dinner,Dole Whip Pineapple,1 Serving,110, 0.5
Sunday,Dinner,Dole Whip Strawberry,1 Serving,110, 0
Sunday,Dinner,Dutch Chocolate Syrup,Ounce,70, 0
Sunday,Dinner,Mini Semi-Sweet Choc Chips,Ounce,130, 8
Sunday,Dinner,Oreo Cookie Topping,Ounce,140, 5
Sunday,Dinner,Rainbow Sprinkles,Ounce,140, 7
Sunday,Dinner,Vanilla Soft Serve Ice Cream Mix,Cup,360, 13
Sunday,Dinner,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Sunday,Dinner,Provolone Cheese Slice,Slice,70, 6
Sunday,Dinner,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Sunday,Dinner,Cooked & Crumbled Bacon,Ounce,160, 13
Sunday,Dinner,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Sunday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Sunday,Dinner,Low Sodium Smoked Ham Slices,Ounce,30, 1
Sunday,Dinner,Oven Roasted Sliced Chicken,Ounce,null,null
Sunday,Dinner,Smoked Sliced Genoa Salami,Ounce,110, 9
Sunday,Dinner,Smoked Tempeh,Ounce,null,null
Sunday,Dinner,Tuna Salad,1z Portion,80, 7
Sunday,Dinner,Chicago-Style Hot Giardiniera,Fluid Oz,120, 12
Sunday,Dinner,Cucumber Slices,.25 cup,0, 0
Sunday,Dinner,Flat Leaf Spinach,Ounce,5, 0
Sunday,Dinner,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Sunday,Dinner,Mild Banana Pepper Ring,Ounce,5, 0
Sunday,Dinner,Shredded Iceberg Lettuce,Ounce,0, 0
Sunday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0
Sunday,Dinner,Sliced Red Onion,Ounce,10, 0
Sunday,Dinner,Tomatoes Sliced 1/4-inch,Pound,80, 1
Sunday,Dinner,Aged Balsamic Vinegar,Fluid Oz,40, 0
Sunday,Dinner,Black Pepper Grinder,Teaspoon,5, 0
Sunday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14
Sunday,Dinner,Chipotle Ranch Dressing,Fluid Oz,150, 16
Sunday,Dinner,Garlic Mayonnaise,1/2 oz,100, 10
Sunday,Dinner,Grinder Sea Salt,Gram,0, 0
Sunday,Dinner,Heavy Duty Mayonnaise,Tablespoon,100, 11
Sunday,Dinner,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Sunday,Dinner,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20
Sunday,Dinner,RedHot Buffalo Wing Sauce,Fluid Oz,0, 0
Sunday,Dinner,Vegan Mayonnaise,1 tbs,60, 7
Sunday,Dinner,Vinegar Red Wine,Fluid Oz,0, 0
Sunday,Dinner,Yellow Mustard,1 tsp,0, 0
Sunday,Dinner,Apple Gala,Apples,90, 0
Sunday,Dinner,Bananas,Banana,190, 0
Sunday,Dinner,Fresh Kiwi,Kiwi,60, 0
Sunday,Dinner,Oranges,Orange,100, 0
Sunday,Dinner,Pears,Each,null,null
Sunday,Dinner,American,Slice,70, 6
Sunday,Dinner,Angus Beef Frank,Frank,170, 16
Sunday,Dinner,Black Bean Burger,Patty,170, 5
Sunday,Dinner,Breaded Onion Tangler,3z portion,270, 17
Sunday,Dinner,Buns Hot Dog Bulk,Each,120, 1.5
Sunday,Dinner,Fried Eggs,Eggs,90, 7
